,transfer_year,player_name,team_left,league_left,joined_team,joined_league,fee_in_pounds,transfermarkt_val,position,birth_year,transfer_age
0,1997,Ronaldo,FC Barcelona,LaLiga,Inter,Serie A,25000000.0,-1,Forward,1976,21
1,1997,Rivaldo,Dep. La Coruña,LaLiga,FC Barcelona,LaLiga,21000000.0,-1,Midfielder,1972,25
2,1997,Sonny Anderson,Monaco,Ligue 1,FC Barcelona,LaLiga,16000000.0,-1,Forward,1970,27
3,1997,Christian Vieri,Juventus,Serie A,Atlético Madrid,LaLiga,15000000.0,-1,Forward,1973,24
4,1997,Christian Karembeu,Sampdoria,Serie A,Real Madrid,LaLiga,11000000.0,-1,Midfielder,1971,26
5,1997,Ibrahim Bá,G. Bordeaux,Ligue 1,Milan,Serie A,10000000.0,-1,Midfield,1974,23
6,1997,Roberto Ríos,Real Betis,LaLiga,Athletic,LaLiga,10000000.0,-1,Defender,1971,26
7,1997,Filippo Inzaghi,Atalanta,Serie A,Juventus,Serie A,10000000.0,-1,Forward,1973,24
8,1997,Stan Collymore,Liverpool,Premier League,Aston Villa,Premier League,9000000.0,-1,Forward,1971,26
9,1997,Graeme Le Saux,Blackburn,Premier League,Chelsea,Premier League,9000000.0,-1,Defender,1969,28
10,1997,Les Ferdinand,Newcastle,Premier League,Spurs,Premier League,8000000.0,-1,Forward,1967,30
11,1997,Leonardo,Paris SG,Ligue 1,Milan,Serie A,7000000.0,-1,Midfielder,1969,28
12,1997,Gary Speed,Everton,Premier League,Newcastle,Premier League,7000000.0,-1,Midfield,1978,19
13,1997,Michael Reiziger,Milan,Serie A,FC Barcelona,LaLiga,7000000.0,-1,Defender,1973,24
14,1997,Edgar Davids,Milan,Serie A,Juventus,Serie A,7000000.0,-1,Midfielder,1973,24
15,1997,Domenico Morfeo,Atalanta,Serie A,Fiorentina,Serie A,6000000.0,-1,Midfielder,1976,21
16,1997,Paulo Sousa,Bor. Dortmund,Bundesliga,Inter,Serie A,6000000.0,-1,Midfielder,1970,27
17,1997,Marc Overmars,Ajax,PTT Telecomp.,Arsenal,Premier League,6000000.0,-1,Forward,1973,24
18,1997,Ludovic Giuly,Olympique Lyon,Ligue 1,Monaco,Ligue 1,6000000.0,-1,Defender,1976,21
20,1997,Domingos Paciência,FC Porto,Liga NOS,CD Tenerife,LaLiga,6000000.0,-1,Forward,1969,28
21,1997,Henning Berg,Blackburn,Premier League,Man Utd,Premier League,6000000.0,-1,Defender,1969,28
22,1997,Florian Maurice,Olympique Lyon,Ligue 1,Paris SG,Ligue 1,6000000.0,-1,Forward,1974,23
23,1997,Giovane Elber,VfB Stuttgart,Bundesliga,Bayern Munich ,Bundesliga,5000000.0,-1,Forward,1972,25
24,1997,Alessandro Pistone,Inter,Serie A,Newcastle,Premier League,5000000.0,-1,Defender,1975,22
25,1997,Paul Ince,Inter,Serie A,Liverpool,Premier League,5000000.0,-1,Midfielder,1968,29
26,1997,Aitor Karanka,Athletic,LaLiga,Real Madrid,LaLiga,5000000.0,-1,Defender,1973,24
27,1997,Roy Makaay,Vitesse,PTT Telecomp.,CD Tenerife,LaLiga,5000000.0,-1,Forward,1975,22
28,1997,Zé Elias,Bay. Leverkusen,Bundesliga,Inter,Serie A,5000000.0,-1,Midfielder,1976,21
29,1997,Christophe Dugarry,FC Barcelona,LaLiga,Marseille,Ligue 1,4000000.0,-1,Forward,1972,25
30,1997,Teddy Sheringham,Spurs,Premier League,Man Utd,Premier League,4000000.0,-1,Forward,1966,31
31,1997,Öyvind Leonhardsen,Wimbledon FC,Premier League,Liverpool,Premier League,4000000.0,-1,Midfielder,1970,27
32,1997,Fabio Pecchia,SSC Napoli,Serie A,Juventus,Serie A,4000000.0,-1,Midfield,1973,24
33,1997,Christian Ziege,Bayern Munich ,Bundesliga,Milan,Serie A,4000000.0,-1,Midfield,1972,25
34,1997,Jesper Blomqvist,Milan,Serie A,AC Parma,Serie A,4000000.0,-1,Midfield,1974,23
36,1997,Robert Spehar,Club Brugge,Jupiler Pro League,Monaco,Ligue 1,4000000.0,-1,Forward,1970,27
37,1997,David Hopkin,Crystal Palace,Premier League,Leeds,Premier League,4000000.0,-1,Midfield,1970,27
38,1997,Manuel Canabal,CP Mérida,LaLiga,Real Madrid,LaLiga,4000000.0,-1,Forward,1975,22
39,1997,Daniel Fonseca,AS Roma,Serie A,Juventus,Serie A,4000000.0,-1,Forward,1969,28
40,1997,Bixente Lizarazu,Athletic,LaLiga,Bayern Munich ,Bundesliga,4000000.0,-1,Defender,1970,27
42,1997,Johan Walem,RSC Anderlecht,Jupiler Pro League,Udinese,Serie A,4000000.0,-1,Midfield,1972,25
43,1997,Iván Helguera,AS Roma,Serie A,Espanyol,LaLiga,4000000.0,-1,Defender,1975,22
44,1997,Andy Hinchcliffe,Everton,Premier League,Sheff Wed,Premier League,4000000.0,-1,Defender,1969,28
45,1997,Moussa Saïb,AJ Auxerre,Ligue 1,Valencia,LaLiga,3000000.0,-1,Midfield,1969,28
46,1997,Andreas Andersson,Milan,Serie A,Newcastle,Premier League,3000000.0,-1,Forward,1974,23
47,1997,Mauro Milanese,AC Parma,Serie A,Inter,Serie A,3000000.0,-1,Defender,1971,26
48,1997,Benoît Cauet,Paris SG,Ligue 1,Inter,Serie A,3000000.0,-1,Midfielder,1969,28
49,1997,Christophe Dugarry,Milan,Serie A,FC Barcelona,LaLiga,3000000.0,-1,Forward,1972,25
50,1997,Vladimir Jugovic,Juventus,Serie A,Lazio,Serie A,3000000.0,-1,Midfield,1969,28
51,1997,Roberto Mancini,Sampdoria,Serie A,Lazio,Serie A,3000000.0,-1,Forward,1965,32
53,1997,Amedeo Carboni,AS Roma,Serie A,Valencia,LaLiga,3000000.0,-1,Defender,1965,32
54,1997,Jon Dahl Tomasson,Heerenveen,PTT Telecomp.,Newcastle,Premier League,3000000.0,-1,Forward,1976,21
55,1997,Valérien Ismaël,R. Strasbourg,Ligue 1,Crystal Palace,Premier League,3000000.0,-1,Defender,1975,22
56,1997,Gilles Grimandi,Monaco,Ligue 1,Arsenal,Premier League,3000000.0,-1,Midfielder,1971,26
57,1997,Adrian Ilie,Galatasaray,Süper Lig,Valencia,LaLiga,3000000.0,-1,Forward,1974,23
58,1997,Emmanuel Petit,Monaco,Ligue 1,Arsenal,Premier League,3000000.0,-1,Midfielder,1970,27
59,1997,Winston Bogarde,Milan,Serie A,FC Barcelona,LaLiga,3000000.0,-1,Defender,1971,26
60,1997,Ian Pearce,Blackburn,Premier League,West Ham,Premier League,3000000.0,-1,Defender,1974,23
61,1997,Jonathan Akpoborie,Hansa Rostock,Bundesliga,VfB Stuttgart,Bundesliga,3000000.0,-1,Forward,1969,28
62,1997,Paulo Sérgio,Bay. Leverkusen,Bundesliga,AS Roma,Serie A,3000000.0,-1,Forward,1969,28
63,1997,Celestine Babayaro,RSC Anderlecht,Jupiler Pro League,Chelsea,Premier League,3000000.0,-1,Defender,1978,19
65,1997,César Gómez,CD Tenerife,LaLiga,AS Roma,Serie A,3000000.0,-1,Defender,1968,29
66,1997,Robbie Elliott,Newcastle,Premier League,Bolton,Premier League,3000000.0,-1,Defender,1974,23
67,1997,Ed de Goey,Feyenoord,PTT Telecomp.,Chelsea,Premier League,3000000.0,-1,Goalkeeper,1967,30
68,1997,Ciriaco Sforza,Inter,Serie A,1.FC K'lautern,Bundesliga,2000000.0,-1,Midfielder,1970,27
69,1997,Viorel Moldovan,Grasshoppers,Nationalliga A,Coventry,Premier League,2000000.0,-1,Forward,1972,25
70,1997,Murat Yakin,Grasshoppers,Nationalliga A,VfB Stuttgart,Bundesliga,2000000.0,-1,Defender,1974,23
71,1997,Iván Gabrich,Ajax,PTT Telecomp.,CP Mérida,LaLiga,2000000.0,-1,Forward,1972,25
72,1997,Taribo West,AJ Auxerre,Ligue 1,Inter,Serie A,2000000.0,-1,Defender,1974,23
73,1997,Martin Dahlin,AS Roma,Serie A,Blackburn,Premier League,2000000.0,-1,Forward,1968,29
74,1997,André Cruz,SSC Napoli,Serie A,Milan,Serie A,2000000.0,-1,Defender,1968,29
75,1997,David Ginola,Newcastle,Premier League,Spurs,Premier League,2000000.0,-1,Forward,1967,30
76,1997,Alessandro Birindelli,FC Empoli,Serie A,Juventus,Serie A,2000000.0,-1,Defender,1975,22
78,1997,Jimmy Floyd Hasselbaink,Boavista,Liga NOS,Leeds,Premier League,2000000.0,-1,Forward,1972,25
80,1997,Moussa Saïb,Valencia,LaLiga,Spurs,Premier League,2000000.0,-1,Midfield,1969,28
82,1997,Thorsten Fink,Karlsruher SC,Bundesliga,Bayern Munich ,Bundesliga,2000000.0,-1,Midfielder,1968,29
83,1997,Laurent Blanc,FC Barcelona,LaLiga,Marseille,Ligue 1,2000000.0,-1,Defender,1966,31
84,1997,Cyril Domoraud,G. Bordeaux,Ligue 1,Marseille,Ligue 1,2000000.0,-1,Defender,1971,26
85,1997,Luís Boa Morte,Sporting CP,Liga NOS,Arsenal,Premier League,2000000.0,-1,Midfield,1977,20
86,1997,Michael Tarnat,Karlsruher SC,Bundesliga,Bayern Munich ,Bundesliga,2000000.0,-1,Defender,1970,27
87,1997,José Dominguez,Sporting CP,Liga NOS,Spurs,Premier League,2000000.0,-1,Forward,1974,23
89,1997,Mark Kennedy,Liverpool,Premier League,Wimbledon FC,Premier League,2000000.0,-1,Defender,1976,21
90,1997,Mark Fish,Lazio,Serie A,Bolton,Premier League,2000000.0,-1,Defender,1974,23
94,1997,Shay Given,Blackburn,Premier League,Newcastle,Premier League,2000000.0,-1,Goalkeeper,1976,21
95,1997,Danny Granville,Chelsea,Premier League,Leeds,Premier League,1000000.0,-1,Defender,1975,22
96,1997,Martin Hiden,Rapid Vienna,Bundesliga,Leeds,Premier League,1000000.0,-1,Defender,1973,24
97,1997,Anthony Yeboah,Leeds,Premier League,Hamburger SV,Bundesliga,1000000.0,-1,Forward,1966,31
98,1997,Patrick Kluivert,Ajax,PTT Telecomp.,Milan,Serie A,1000000.0,-1,Forward,1976,21
99,1997,Luigi Sartor,Vicenza,Serie A,Inter,Serie A,1000000.0,-1,Defender,1975,22
100,1997,Patrick Kluivert,Ajax,PTT Telecomp.,Milan,Serie A,1000000.0,-1,Forward,1976,21
101,1997,Christophe Revault,AC Le Havre,Ligue 1,Paris SG,Ligue 1,1000000.0,-1,Goalkeeper,1972,25
102,1997,Michael Hughes,West Ham,Premier League,Wimbledon FC,Premier League,1000000.0,-1,Midfielder,1971,26
103,1997,Michele Padovano,Juventus,Serie A,Crystal Palace,Premier League,1000000.0,-1,Forward,1966,31
104,1997,Jim Magilton,Southampton,Premier League,Sheff Wed,Premier League,1000000.0,-1,Midfield,1969,28
105,1997,Ashley Ward,Derby,Premier League,Barnsley FC,Premier League,1000000.0,-1,Forward,1971,26
106,1997,Oliver Neuville,CD Tenerife,LaLiga,Hansa Rostock,Bundesliga,1000000.0,-1,Forward,1973,24
107,1997,Ángel Cuéllar,FC Barcelona,LaLiga,Real Betis,LaLiga,1000000.0,-1,Forward,1972,25
108,1997,Patrick Blondeau,Sheff Wed,Premier League,G. Bordeaux,Ligue 1,1000000.0,-1,Defender,1968,29
109,1997,Roberto Baggio,Milan,Serie A,Bologna,Serie A,1000000.0,-1,Forward,1967,30
110,1997,Michaël Goossens,Genoa,Serie B,FC Schalke 04,Bundesliga,1000000.0,-1,Forward,1974,23
115,1997,Antonio Chimenti,Salernitana,Serie B,AS Roma,Serie A,1000000.0,-1,Goalkeeper,1970,27
116,1997,Brad Friedel,Columbus Crew,MLS,Liverpool,Premier League,1000000.0,-1,Goalkeeper,1971,26
117,1997,Rodolfo Cardoso,Werder Bremen,Bundesliga,Hamburger SV,Bundesliga,1000000.0,-1,Midfielder,1969,28
118,1997,Francesco Colonnese,AS Roma,Serie A,Inter,Serie A,1000000.0,-1,Defender,1971,26
119,1997,Gunther Schepens,Standard Liège,Jupiler Pro League,Karlsruher SC,Bundesliga,1000000.0,-1,Midfielder,1973,24
121,1997,Raphael Wicky,FC Sion,Nationalliga A,Werder Bremen,Bundesliga,1000000.0,-1,Midfielder,1977,20
123,1997,Stefano Bettarini,Cagliari Calcio,Serie B,Fiorentina,Serie A,1000000.0,-1,Defender,1972,25
124,1997,Sasa Curcic,Aston Villa,Premier League,Crystal Palace,Premier League,1000000.0,-1,Midfielder,1972,25
125,1997,Xabier Eskurza,Valencia,LaLiga,Real Oviedo,LaLiga,1000000.0,-1,Midfielder,1970,27
126,1997,Alexander Manninger,Grazer AK,Bundesliga,Arsenal,Premier League,1000000.0,-1,Goalkeeper,1977,20
127,1997,Thomas Myhre,Viking FK,Tippeligaen,Everton,Premier League,1000000.0,-1,Goalkeeper,1974,23
128,1997,Stefan Beinlich,Hansa Rostock,Bundesliga,Bay. Leverkusen,Bundesliga,1000000.0,-1,Midfielder,1972,25
129,1997,Carlton Palmer,Leeds,Premier League,Southampton,Premier League,1000000.0,-1,Midfielder,1966,31
131,1997,Giuseppe Pancaro,Cagliari Calcio,Serie B,Lazio,Serie A,1000000.0,-1,Defender,1971,26
132,1997,Theodoros Zagorakis,PAOK Salonika,A' Ethniki,Leicester,Premier League,1000000.0,-1,Midfielder,1972,25
133,1997,Juanfran,Levante,2ª División,Valencia,LaLiga,1000000.0,-1,Defender,1976,21
134,1997,Jocelyn Angloma,Inter,Serie A,Valencia,LaLiga,1000000.0,-1,Defender,1965,32
136,1997,Andreas Neuendorf,Bay. Leverkusen,Bundesliga,Hertha BSC,Bundesliga,990000.0,-1,Midfielder,1975,22
137,1997,Ruud Hesp,Roda JC,PTT Telecomp.,FC Barcelona,LaLiga,990000.0,-1,Goalkeeper,1966,31
138,1997,Gareth Farrelly,Aston Villa,Premier League,Everton,Premier League,945000.0,-1,Midfield,1975,22
139,1997,Jacek Dembiński,Widzew Lodz,I Liga,Hamburger SV,Bundesliga,900000.0,-1,Defender,1970,27
140,1997,Szabolcs Sáfár,Vasas SC,NB I.,Wüstenrot Sbg,Bundesliga,900000.0,-1,Goalkeeper,1974,23
141,1997,Marco Ballotta,Reggiana,Serie B,Lazio,Serie A,900000.0,-1,Goalkeeper,1964,33
143,1997,Matteo Guardalben,Hellas Verona,Serie B,AC Parma,Serie A,900000.0,-1,Goalkeeper,1974,23
144,1997,Giorgio Lucenti,US Palermo,Serie C1 - B,AS Roma,Serie A,900000.0,-1,Defender,1975,22
145,1997,Steinar Nilsen,Tromsø IL,Tippeligaen,Milan,Serie A,900000.0,-1,Defender,1972,25
146,1997,Marco Simone,Milan,Serie A,Paris SG,Ligue 1,900000.0,-1,Forward,1969,28
147,1997,Stefano Fiore,Chievo Verona,Serie B,AC Parma,Serie A,900000.0,-1,Midfielder,1975,22
148,1997,John Filan,Coventry,Premier League,Blackburn,Premier League,900000.0,-1,Goalkeeper,1970,27
149,1997,Iván Campo,Valencia,LaLiga,RCD Mallorca,LaLiga,900000.0,-1,Midfielder,1974,23
151,1997,Jeong-won Seo,Anyang LG Cheeta,K League 1,R. Strasbourg,Ligue 1,855000.0,-1,Midfield,1970,27
152,1997,Kjetil Rekdal,Stade Rennais,Ligue 1,Hertha BSC,Bundesliga,810000.0,-1,Midfielder,1969,28
153,1997,Radoslaw Gilewicz,VfB Stuttgart,Bundesliga,Karlsruher SC,Bundesliga,810000.0,-1,Forward,1971,26
155,1997,Giorgio Lucenti,AS Roma,Serie A,FC Empoli,Serie A,720000.0,-1,Defender,1975,22
156,1997,Dan Eggen,Bröndby IF,Faxe Kondi Liga,Celta de Vigo,LaLiga,720000.0,-1,Defender,1970,27
158,1997,Renato Buso,Lazio,Serie A,Piacenza,Serie A,698000.0,-1,Midfield,1970,27
159,1997,Juan Sabas,Real Betis,LaLiga,CP Mérida,LaLiga,676000.0,-1,Forward,1967,30
160,1997,Dirk Schuster,Karlsruher SC,Bundesliga,1. FC Köln,Bundesliga,675000.0,-1,Defender,1968,29
161,1997,Claudio Reyna,Bay. Leverkusen,Bundesliga,VfL Wolfsburg,Bundesliga,675000.0,-1,Midfielder,1973,24
162,1997,Yuriy Maksimov,Dynamo Kyiv,Premier Liga,Werder Bremen,Bundesliga,675000.0,-1,Midfielder,1969,28
163,1997,Mike Whitlow,Leicester,Premier League,Bolton,Premier League,675000.0,-1,Defender,1968,29
164,1997,Morgan De Sanctis,Pescara,Serie B,Juventus,Serie A,675000.0,-1,Goalkeeper,1977,20
167,1997,Bruno Ribeiro,Vitória Setúbal,Liga NOS,Leeds,Premier League,630000.0,-1,Midfield,1976,21
168,1997,Massimo Taibi,Piacenza,Serie A,Milan,Serie A,585000.0,-1,Goalkeeper,1970,27
169,1997,Aleksandr Rychkov,Loko Moscow,Premier Liga,1. FC Köln,Bundesliga,540000.0,-1,Midfielder,1974,23
170,1997,Mauro Milanese,SSC Napoli,Serie A,AC Parma,Serie A,540000.0,-1,Defender,1971,26
171,1997,Aleksandr Rychkov,Loko Moscow,Premier Liga,1. FC Köln,Bundesliga,540000.0,-1,Midfielder,1974,23
172,1997,Soner Uysal,Waldh. Mannheim,Regionalliga Süd,Hamburger SV,Bundesliga,495000.0,-1,Forward,1977,20
180,1997,Oliver Freund,SC Freiburg,2. Bundesliga,Rapid Vienna,Bundesliga,450000.0,-1,Midfield,1970,27
182,1997,Maurizio Ganz,Inter,Serie A,Milan,Serie A,450000.0,-1,Forward,1969,28
183,1997,Andreas Buck,VfB Stuttgart,Bundesliga,1.FC K'lautern,Bundesliga,405000.0,-1,Midfield,1968,29
185,1997,Tore André Flo,Brann,Tippeligaen,Chelsea,Premier League,405000.0,-1,Forward,1973,24
186,1997,Michael Molata,Arm. Bielefeld,Bundesliga,Hamburger SV,Bundesliga,360000.0,-1,Defender,1973,24
187,1997,Ned Zelic,AJ Auxerre,Ligue 1,1860 Munich,Bundesliga,360000.0,-1,Midfielder,1971,26
188,1997,Besnik Hasi,KRC Genk,Jupiler Pro League,1860 Munich,Bundesliga,360000.0,-1,Midfielder,1972,25
189,1997,Federico Giunti,Perugia,Serie B,AC Parma,Serie A,360000.0,-1,Midfielder,1971,26
190,1997,Arnold Wetl,FC Porto,Liga NOS,Rapid Vienna,Bundesliga,360000.0,-1,Midfielder,1970,27
192,1997,Brian Pinas,Feyenoord U19,U19 Eredivisie,Newcastle,Premier League,360000.0,-1,Forward,1979,18
193,1997,Giuseppe Signori,Lazio,Serie A,Sampdoria,Serie A,360000.0,-1,Forward,1968,29
194,1997,Alberto Méndez,1.SC Feucht,Oberliga Bayern,Arsenal,Premier League,338000.0,-1,Midfielder,1975,22
195,1997,Tomasz Hajto,Górnik Zabrze,I Liga,MSV Duisburg,Bundesliga,338000.0,-1,Defender,1973,24
196,1997,Lars Leese,Bay. Leverkusen,Bundesliga,Barnsley FC,Premier League,338000.0,-1,Goalkeeper,1969,28
197,1997,Samassi Abou,Cannes,Ligue 1,West Ham,Premier League,338000.0,-1,Forward,1973,24
200,1997,Stefan Böger,FC Gütersloh,2. Bundesliga,Hamburger SV,Bundesliga,293000.0,-1,Defender,1966,31
203,1997,Andrej Panadic,KFC Uerdingen,2. Bundesliga,Hamburger SV,Bundesliga,270000.0,-1,Defender,1969,28
204,1997,Lajos Szűcs,Újpest FC,NB I.,1.FC K'lautern,Bundesliga,270000.0,-1,Goalkeeper,1973,24
206,1997,János Hrutka,Ferencváros,NB I.,1.FC K'lautern,Bundesliga,270000.0,-1,Defender,1975,22
211,1997,Hendrik Herzog,VfB Stuttgart,Bundesliga,Hertha BSC,Bundesliga,225000.0,-1,Defender,1969,28
213,1997,Carsten Lakies,FC Bayern II,Regionalliga Süd,Hertha BSC,Bundesliga,225000.0,-1,Forward,1971,26
215,1998,Christian Vieri,Atlético Madrid,LaLiga,Lazio,Serie A,25000000.0,-1,Forward,1973,25
216,1998,Nicola Ventola,Bari,Serie A,Inter,Serie A,18000000.0,-1,Forward,1978,20
217,1998,Patrick Kluivert,Milan,Serie A,FC Barcelona,LaLiga,18000000.0,-1,Forward,1976,22
218,1998,Dwight Yorke,Aston Villa,Premier League,Man Utd,Premier League,17000000.0,-1,Forward,1972,26
219,1998,Juan Sebastián Verón,Sampdoria,Serie A,AC Parma,Serie A,15000000.0,-1,Midfielder,1975,23
220,1998,Marcelo Salas,River Plate,Torneo Inicial,Lazio,Serie A,15000000.0,-1,Forward,1975,23
221,1998,Jaap Stam,PSV Eindhoven,PTT Telecomp.,Man Utd,Premier League,15000000.0,-1,Defender,1972,26
222,1998,Sinisa Mihajlovic,Sampdoria,Serie A,Lazio,Serie A,15000000.0,-1,Defender,1969,29
223,1998,Iván De La Peña,FC Barcelona,LaLiga,Lazio,Serie A,13000000.0,-1,Midfielder,1976,22
224,1998,Sébastien Frey,Cannes,Ligue 2,Inter,Serie A,12000000.0,-1,Goalkeeper,1980,18
225,1998,Jörg Heinrich,Bor. Dortmund,Bundesliga,Fiorentina,Serie A,11000000.0,-1,Defender,1970,28
226,1998,Oliver Bierhoff,Udinese,Serie A,Milan,Serie A,11000000.0,-1,Forward,1968,30
227,1998,Thierry Henry,Monaco,Ligue 1,Juventus,Serie A,11000000.0,-1,Forward,1977,21
228,1998,Jay-Jay Okocha,Fenerbahce,Süper Lig,Paris SG,Ligue 1,11000000.0,-1,Midfielder,1973,25
229,1998,Boudewijn Zenden,PSV Eindhoven,PTT Telecomp.,FC Barcelona,LaLiga,10000000.0,-1,Forward,1976,22
230,1998,Kevin Davies,Southampton,Premier League,Blackburn,Premier League,10000000.0,-1,Forward,1977,21
231,1998,John Hartson,West Ham,Premier League,Wimbledon FC,Premier League,10000000.0,-1,Forward,1975,23
232,1998,Duncan Ferguson,Everton,Premier League,Newcastle,Premier League,9000000.0,-1,Forward,1972,26
234,1998,Sérgio Conceição,FC Porto,Liga NOS,Lazio,Serie A,8000000.0,-1,Defender,1975,23
235,1998,Dion Dublin,Coventry,Premier League,Aston Villa,Premier League,7000000.0,-1,Forward,1969,29
236,1998,Thomas Helveg,Udinese,Serie A,Milan,Serie A,7000000.0,-1,Defender,1971,27
237,1998,Steve Stone,Nottm Forest,Premier League,Aston Villa,Premier League,7000000.0,-1,Midfield,1971,27
239,1998,Christian Dailly,Derby,Premier League,Blackburn,Premier League,7000000.0,-1,Defender,1974,24
240,1998,Pierluigi Casiraghi,Lazio,Serie A,Chelsea,Premier League,6000000.0,-1,Forward,1969,29
241,1998,Roberto Ayala,SSC Napoli,Serie B,Milan,Serie A,6000000.0,-1,Defender,1973,25
242,1998,Ronald de Boer,Ajax,PTT Telecomp.,FC Barcelona,LaLiga,6000000.0,-1,Defender,1970,28
243,1998,Frank de Boer,Ajax,PTT Telecomp.,FC Barcelona,LaLiga,6000000.0,-1,Defender,1970,28
244,1998,Dietmar Hamann,Bayern Munich ,Bundesliga,Newcastle,Premier League,6000000.0,-1,Midfielder,1973,25
245,1998,Vikash Dhorasoo,AC Le Havre,Ligue 1,Olympique Lyon,Ligue 1,6000000.0,-1,Midfielder,1974,24
246,1998,Dmitri Alenichev,Spartak Moscow,Premier Liga,AS Roma,Serie A,6000000.0,-1,Midfielder,1973,25
247,1998,Zé Roberto,Real Madrid,LaLiga,Bay. Leverkusen,Bundesliga,6000000.0,-1,Midfield,1974,24
248,1998,Mikaël Silvestre,Stade Rennais,Ligue 1,Inter,Serie A,6000000.0,-1,Defender,1977,21
250,1998,Jesper Blomqvist,AC Parma,Serie A,Man Utd,Premier League,6000000.0,-1,Midfield,1974,24
251,1998,Faustino Asprilla,Newcastle,Premier League,AC Parma,Serie A,6000000.0,-1,Forward,1970,28
252,1998,Ibrahima Bakayoko,Montpellier,Ligue 1,Everton,Premier League,6000000.0,-1,Forward,1977,21
253,1998,Marcel Desailly,Milan,Serie A,Chelsea,Premier League,6000000.0,-1,Defender,1968,30
255,1998,Jocelyn Blanchard,FC Metz,Ligue 1,Juventus,Serie A,5000000.0,-1,Midfielder,1972,26
256,1998,Émerson,Middlesbrough,Premier League,CD Tenerife,LaLiga,5000000.0,-1,Midfielder,1972,26
257,1998,David Batty,Newcastle,Premier League,Leeds,Premier League,5000000.0,-1,Midfielder,1969,29
258,1998,Nwankwo Kanu,Inter,Serie A,Arsenal,Premier League,5000000.0,-1,Forward,1976,22
259,1998,Juan Esnáider,Espanyol,LaLiga,Juventus,Serie A,5000000.0,-1,Forward,1973,25
260,1998,Olivier Dacourt,R. Strasbourg,Ligue 1,Everton,Premier League,5000000.0,-1,Midfielder,1974,24
261,1998,Marc-Vivien Foé,Lens,Ligue 1,West Ham,Premier League,5000000.0,-1,Midfielder,1992,6
262,1998,Tim Sherwood,Blackburn,Premier League,Spurs,Premier League,5000000.0,-1,Midfielder,1969,29
263,1998,Diego Fuser,Lazio,Serie A,AC Parma,Serie A,5000000.0,-1,Midfield,1969,29
264,1998,Florian Maurice,Paris SG,Ligue 1,Marseille,Ligue 1,5000000.0,-1,Forward,1974,24
265,1998,Shabani Nonda,FC Zürich,Nationalliga A,Stade Rennais,Ligue 1,5000000.0,-1,Forward,1977,21
266,1998,José Chamot,Lazio,Serie A,Atlético Madrid,LaLiga,5000000.0,-1,Defender,1969,29
267,1998,Michele Serena,Fiorentina,Serie A,Atlético Madrid,LaLiga,5000000.0,-1,Defender,1970,28
268,1998,Federico Magallanes,Atalanta,Serie B,Real Madrid,LaLiga,5000000.0,-1,Forward,1976,22
269,1998,Paul Merson,Middlesbrough,Premier League,Aston Villa,Premier League,5000000.0,-1,Midfield,1968,30
270,1998,Steve Watson,Newcastle,Premier League,Aston Villa,Premier League,5000000.0,-1,Midfield,1974,24
271,1998,Nicolas Ouédec,Espanyol,LaLiga,Paris SG,Ligue 1,5000000.0,-1,Forward,1972,26
272,1998,Didier Domi,Paris SG,Ligue 1,Newcastle,Premier League,5000000.0,-1,Defender,1978,20
273,1998,Jason McAteer,Liverpool,Premier League,Blackburn,Premier League,5000000.0,-1,Midfield,1971,27
274,1998,Vegard Heggem,Rosenborg,Tippeligaen,Liverpool,Premier League,4000000.0,-1,Defender,1975,23
275,1998,Vladimir Jugovic,Lazio,Serie A,Atlético Madrid,LaLiga,4000000.0,-1,Midfield,1969,29
277,1998,Stéphane Ziani,Lens,Ligue 1,Dep. La Coruña,LaLiga,4000000.0,-1,Midfielder,1972,26
278,1998,Alessandro Grandoni,Lazio,Serie A,Sampdoria,Serie A,4000000.0,-1,Defender,1977,21
279,1998,David Unsworth,Aston Villa,Premier League,Everton,Premier League,4000000.0,-1,Defender,1974,24
280,1998,David Unsworth,West Ham,Premier League,Aston Villa,Premier League,4000000.0,-1,Defender,1974,24
281,1998,Wálter Gaitán,CA Rosario,Torneo Inicial,Villarreal,LaLiga,4000000.0,-1,Midfielder,1977,21
282,1998,Patrick M'Boma,Gamba Osaka,J1 - 2nd Stage,Cagliari Calcio,Serie A,4000000.0,-1,Forward,1971,27
283,1998,Jens Lehmann,FC Schalke 04,Bundesliga,Milan,Serie A,3000000.0,-1,Goalkeeper,1970,28
284,1998,Albert Ferrer,FC Barcelona,LaLiga,Chelsea,Premier League,3000000.0,-1,Defender,1970,28
285,1998,Stefan Effenberg,Bor. M'gladbach,Bundesliga,Bayern Munich ,Bundesliga,3000000.0,-1,Midfielder,1968,30
286,1998,Bachirou Salou,MSV Duisburg,Bundesliga,Bor. Dortmund,Bundesliga,3000000.0,-1,Forward,1970,28
288,1998,Brian Deane,Benfica,Liga NOS,Middlesbrough,Premier League,3000000.0,-1,Forward,1968,30
289,1998,Jens Lehmann,Milan,Serie A,Bor. Dortmund,Bundesliga,3000000.0,-1,Goalkeeper,1970,28
291,1998,Celso Ayala,River Plate,Torneo Inicial,Real Betis,LaLiga,3000000.0,-1,Defender,1970,28
293,1998,Nolberto Solano,Boca Juniors,Torneo Inicial,Newcastle,Premier League,3000000.0,-1,Midfield,1975,23
